"Country","variable","value"
"Myanmar","MortalityUnder5_1995","9.2"
"Namibia","MortalityUnder5_1995","6.9"
"Nepal","MortalityUnder5_1995","10.9"
"Nicaragua","MortalityUnder5_1995","5.2"
"Niger","MortalityUnder5_1995","27.9"
"Nigeria","MortalityUnder5_1995","20.9"
"North Korea","MortalityUnder5_1995","7.3"
"Oman","MortalityUnder5_1995","2.5"
"Pakistan","MortalityUnder5_1995","12.6"
"Panama","MortalityUnder5_1995","2.9"
"Papua New Guinea","MortalityUnder5_1995","8.3"
"Paraguay","MortalityUnder5_1995","3.8"
"Peru","MortalityUnder5_1995","5.8"
"Philippines","MortalityUnder5_1995","4.6"
"Qatar","MortalityUnder5_1995","1.5"
"Romania","MortalityUnder5_1995","3.3"
"Russian Federation","MortalityUnder5_1995","2.6"
"Rwanda","MortalityUnder5_1995","25.3"
"Saudi Arabia","MortalityUnder5_1995","3.1"
"Senegal","MortalityUnder5_1995","14.5"
"Serbia","MortalityUnder5_1995",NA
"Sierra Leone","MortalityUnder5_1995","24.8"
"Slovak Republic","MortalityUnder5_1995","1.4"
"Somalia","MortalityUnder5_1995","17.1"
"South Africa","MortalityUnder5_1995","6"
"Sri Lanka","MortalityUnder5_1995","2.1"
"Sudan (former)","MortalityUnder5_1995","13.8"
"Suriname","MortalityUnder5_1995","4.1"
"Swaziland","MortalityUnder5_1995","8.8"
"Syrian Arab Republic","MortalityUnder5_1995","3"
"Tajikistan","MortalityUnder5_1995","11.5"
"Tanzania","MortalityUnder5_1995","16"
"Thailand","MortalityUnder5_1995","2.9"
"Timor-Leste","MortalityUnder5_1995",NA
"Togo","MortalityUnder5_1995","13.3"
"Trinidad & Tobago","MortalityUnder5_1995","3"
"Tunisia","MortalityUnder5_1995","3.9"
"Turkey","MortalityUnder5_1995","5.4"
"Turkmenistan","MortalityUnder5_1995","8.9"
"Uganda","MortalityUnder5_1995","16.5"
"Ukraine","MortalityUnder5_1995","2.1"
"Uruguay","MortalityUnder5_1995","2.1"
"Uzbekistan","MortalityUnder5_1995","6.9"
"Venezuela, RB","MortalityUnder5_1995","2.6"
"Vietnam","MortalityUnder5_1995","4"
"Yemen, Rep.","MortalityUnder5_1995","11.2"
"Zambia","MortalityUnder5_1995","18.8"
"Zimbabwe","MortalityUnder5_1995","9.4"
"Afghanistan","MortalityUnder5_2000","13.4"
"Albania","MortalityUnder5_2000","2.9"
"Algeria","MortalityUnder5_2000","3.5"
"Angola","MortalityUnder5_2000","20.3"
"Argentina","MortalityUnder5_2000","2"
"Armenia","MortalityUnder5_2000","3"
"Azerbaijan","MortalityUnder5_2000","7.2"
"Bahrain","MortalityUnder5_2000","1.3"
"Bangladesh","MortalityUnder5_2000","8.8"
"Belarus","MortalityUnder5_2000","1.4"
"Benin","MortalityUnder5_2000","14.7"
"Bhutan","MortalityUnder5_2000","8"
"Bolivia","MortalityUnder5_2000","7.8"
"Bosnia & Herzegovina","MortalityUnder5_2000","1"
"Botswana","MortalityUnder5_2000","8.5"
"Brazil","MortalityUnder5_2000","3.3"
"Bulgaria","MortalityUnder5_2000","2.1"
"Burkina Faso","MortalityUnder5_2000","18.6"
"Burundi","MortalityUnder5_2000","15"
"Cambodia","MortalityUnder5_2000","11.1"
"Cameroon","MortalityUnder5_2000","15"
"Central African Republic","MortalityUnder5_2000","16.4"
"Chad","MortalityUnder5_2000","18.9"
"Chile","MortalityUnder5_2000","1.1"
"China","MortalityUnder5_2000","3.7"
"Colombia","MortalityUnder5_2000","2.5"
"Comoros","MortalityUnder5_2000","9.9"
"Congo, Dem. Rep.","MortalityUnder5_2000","17.1"
"Congo, Rep.","MortalityUnder5_2000","11.8"
"Costa Rica","MortalityUnder5_2000","1.3"
"Croatia","MortalityUnder5_2000","0.8"
"Cuba","MortalityUnder5_2000","0.8"
"Côte d'Ivoire","MortalityUnder5_2000","14.5"
"Djibouti","MortalityUnder5_2000","10.8"
"Dominican Republic","MortalityUnder5_2000","4"
"Ecuador","MortalityUnder5_2000","3.4"
"Egypt, Arab Rep.","MortalityUnder5_2000","4.5"
"El Salvador","MortalityUnder5_2000","3.2"
"Eritrea","MortalityUnder5_2000","8.9"
"Estonia","MortalityUnder5_2000","1.1"
"Ethiopia","MortalityUnder5_2000","14.6"
"Fiji","MortalityUnder5_2000","2.4"
"Gabon","MortalityUnder5_2000","8.6"
"Gambia, The","MortalityUnder5_2000","11.6"
"Georgia","MortalityUnder5_2000","3.4"
"Ghana","MortalityUnder5_2000","10.3"
"Guatemala","MortalityUnder5_2000","5.1"
"Guinea","MortalityUnder5_2000","17.1"
"Guinea-Bissau","MortalityUnder5_2000","17.4"
"Guyana","MortalityUnder5_2000","4.6"
"Haiti","MortalityUnder5_2000","10.5"
"Honduras","MortalityUnder5_2000","3.8"
"India","MortalityUnder5_2000","9.2"
"Indonesia","MortalityUnder5_2000","5.2"
"Iran, Islamic Rep.","MortalityUnder5_2000","3.5"
"Iraq","MortalityUnder5_2000","4.5"
"Jamaica","MortalityUnder5_2000","2.3"
"Jordan","MortalityUnder5_2000","2.8"
"Kazakhstan","MortalityUnder5_2000","4.4"
"Kenya","MortalityUnder5_2000","11"
"Kuwait","MortalityUnder5_2000","1.3"
"Kyrgyz Republic","MortalityUnder5_2000","5"
"Lao PDR","MortalityUnder5_2000","12"
"Latvia","MortalityUnder5_2000","1.7"
"Lebanon","MortalityUnder5_2000","2"
"Lesotho","MortalityUnder5_2000","11.4"
"Liberia","MortalityUnder5_2000","17.6"
"Libya","MortalityUnder5_2000","2.8"
"Lithuania","MortalityUnder5_2000","1.2"
"Macedonia, FYR","MortalityUnder5_2000","1.6"
"Madagascar","MortalityUnder5_2000","10.9"
"Malawi","MortalityUnder5_2000","17.4"
"Malaysia","MortalityUnder5_2000","1"
"Mali","MortalityUnder5_2000","22"
"Mauritania","MortalityUnder5_2000","11.1"
"Mauritius","MortalityUnder5_2000","1.9"
"Mexico","MortalityUnder5_2000","2.5"
"Moldova","MortalityUnder5_2000","3"
"Mongolia","MortalityUnder5_2000","6.3"
"Montenegro","MortalityUnder5_2000",NA
"Morocco","MortalityUnder5_2000","5"
"Mozambique","MortalityUnder5_2000","16.6"
"Myanmar","MortalityUnder5_2000","7.9"
"Namibia","MortalityUnder5_2000","7.3"
"Nepal","MortalityUnder5_2000","8.2"
"Nicaragua","MortalityUnder5_2000","4"
"Niger","MortalityUnder5_2000","22.7"
"Nigeria","MortalityUnder5_2000","18.8"
"North Korea","MortalityUnder5_2000","6"
"Oman","MortalityUnder5_2000","1.7"
"Pakistan","MortalityUnder5_2000","11.2"
"Panama","MortalityUnder5_2000","2.6"
"Papua New Guinea","MortalityUnder5_2000","7.9"
"Paraguay","MortalityUnder5_2000","3.3"
"Peru","MortalityUnder5_2000","4"
"Philippines","MortalityUnder5_2000","4"
"Qatar","MortalityUnder5_2000","1.2"
"Romania","MortalityUnder5_2000","2.7"
"Russian Federation","MortalityUnder5_2000","2.3"
"Rwanda","MortalityUnder5_2000","18.2"
"Saudi Arabia","MortalityUnder5_2000","2.2"
"Senegal","MortalityUnder5_2000","13.9"
"Serbia","MortalityUnder5_2000",NA
"Sierra Leone","MortalityUnder5_2000","23.4"
"Slovak Republic","MortalityUnder5_2000","1.2"
"Somalia","MortalityUnder5_2000","17.1"
"South Africa","MortalityUnder5_2000","7.4"
"Sri Lanka","MortalityUnder5_2000","1.7"
"Sudan (former)","MortalityUnder5_2000","12.1"
"Suriname","MortalityUnder5_2000","3.3"
"Swaziland","MortalityUnder5_2000","12.1"
"Syrian Arab Republic","MortalityUnder5_2000","2.4"
"Tajikistan","MortalityUnder5_2000","9.1"
"Tanzania","MortalityUnder5_2000","13.2"
"Thailand","MortalityUnder5_2000","2.3"
"Timor-Leste","MortalityUnder5_2000",NA
"Togo","MortalityUnder5_2000","12.2"
"Trinidad & Tobago","MortalityUnder5_2000","2.8"
"Tunisia","MortalityUnder5_2000","3"
"Turkey","MortalityUnder5_2000","3.7"
"Turkmenistan","MortalityUnder5_2000","7.9"
"Uganda","MortalityUnder5_2000","14.7"
"Ukraine","MortalityUnder5_2000","1.9"
"Uruguay","MortalityUnder5_2000","1.6"
"Uzbekistan","MortalityUnder5_2000","6.1"
"Venezuela, RB","MortalityUnder5_2000","2.1"
"Vietnam","MortalityUnder5_2000","3.2"
"Yemen, Rep.","MortalityUnder5_2000","9.7"
"Zambia","MortalityUnder5_2000","16.9"
"Zimbabwe","MortalityUnder5_2000","10.2"
"Afghanistan","MortalityUnder5_2005","11.8"
"Albania","MortalityUnder5_2005","2.2"
"Algeria","MortalityUnder5_2005","2.6"
"Angola","MortalityUnder5_2005","19.4"
"Argentina","MortalityUnder5_2005","1.7"
"Armenia","MortalityUnder5_2005","2.3"
"Azerbaijan","MortalityUnder5_2005","5.1"
"Bahrain","MortalityUnder5_2005","1.1"
"Bangladesh","MortalityUnder5_2005","6.8"
"Belarus","MortalityUnder5_2005","0.9"
"Benin","MortalityUnder5_2005","12"
"Bhutan","MortalityUnder5_2005","6.1"
"Bolivia","MortalityUnder5_2005","5.8"
"Bosnia & Herzegovina","MortalityUnder5_2005","0.9"
"Botswana","MortalityUnder5_2005","6.7"
"Brazil","MortalityUnder5_2005","2.3"
"Bulgaria","MortalityUnder5_2005","1.6"
"Burkina Faso","MortalityUnder5_2005","16"
"Burundi","MortalityUnder5_2005","13.4"
"Cambodia","MortalityUnder5_2005","6.3"
"Cameroon","MortalityUnder5_2005","12.4"
"Central African Republic","MortalityUnder5_2005","15.7"
"Chad","MortalityUnder5_2005","17.6"
"Chile","MortalityUnder5_2005","0.9"
"China","MortalityUnder5_2005","2.4"
"Colombia","MortalityUnder5_2005","2.2"
"Comoros","MortalityUnder5_2005","9.4"
"Congo, Dem. Rep.","MortalityUnder5_2005","17.1"
"Congo, Rep.","MortalityUnder5_2005","11.3"
"Costa Rica","MortalityUnder5_2005","1"
"Croatia","MortalityUnder5_2005","0.7"
"Cuba","MortalityUnder5_2005","0.7"
"Côte d'Ivoire","MortalityUnder5_2005","13.1"
"Djibouti","MortalityUnder5_2005","9.9"
"Dominican Republic","MortalityUnder5_2005","3.4"
"Ecuador","MortalityUnder5_2005","2.9"
"Egypt, Arab Rep.","MortalityUnder5_2005","3.1"
"El Salvador","MortalityUnder5_2005","2.3"
"Eritrea","MortalityUnder5_2005","7"
"Estonia","MortalityUnder5_2005","0.7"
"Ethiopia","MortalityUnder5_2005","11"
"Fiji","MortalityUnder5_2005","2.2"
"Gabon","MortalityUnder5_2005","7.9"
"Gambia, The","MortalityUnder5_2005","9.5"
"Georgia","MortalityUnder5_2005","2.6"
"Ghana","MortalityUnder5_2005","8.8"
"Guatemala","MortalityUnder5_2005","4.1"
"Guinea","MortalityUnder5_2005","13.5"
"Guinea-Bissau","MortalityUnder5_2005","15.6"
"Guyana","MortalityUnder5_2005","4.2"
"Haiti","MortalityUnder5_2005","9.1"
"Honduras","MortalityUnder5_2005","3.1"
"India","MortalityUnder5_2005","7.5"
"Indonesia","MortalityUnder5_2005","4.2"
"Iran, Islamic Rep.","MortalityUnder5_2005","2.6"
"Iraq","MortalityUnder5_2005","4.1"
"Jamaica","MortalityUnder5_2005","2.1"
"Jordan","MortalityUnder5_2005","2.4"
"Kazakhstan","MortalityUnder5_2005","3.3"
"Kenya","MortalityUnder5_2005","9.7"
"Kuwait","MortalityUnder5_2005","1.2"
"Kyrgyz Republic","MortalityUnder5_2005","4"
"Lao PDR","MortalityUnder5_2005","9.8"
"Latvia","MortalityUnder5_2005","1.3"
"Lebanon","MortalityUnder5_2005","1.4"
"Lesotho","MortalityUnder5_2005","12.3"
"Liberia","MortalityUnder5_2005","11.9"
"Libya","MortalityUnder5_2005","2.3"
"Lithuania","MortalityUnder5_2005","1"
"Macedonia, FYR","MortalityUnder5_2005","1.4"
"Madagascar","MortalityUnder5_2005","8.1"
"Malawi","MortalityUnder5_2005","12"
"Malaysia","MortalityUnder5_2005","0.8"
"Mali","MortalityUnder5_2005","17.3"
"Mauritania","MortalityUnder5_2005","10.2"
"Mauritius","MortalityUnder5_2005","1.6"
"Mexico","MortalityUnder5_2005","2"
"Moldova","MortalityUnder5_2005","2.3"
"Mongolia","MortalityUnder5_2005","4.3"
"Montenegro","MortalityUnder5_2005",NA
"Morocco","MortalityUnder5_2005","4.1"
"Mozambique","MortalityUnder5_2005","13.2"
"Myanmar","MortalityUnder5_2005","6.7"
"Namibia","MortalityUnder5_2005","6.7"
"Nepal","MortalityUnder5_2005","6.1"
"Nicaragua","MortalityUnder5_2005","3.2"
"Niger","MortalityUnder5_2005","17.4"
"Nigeria","MortalityUnder5_2005","15.8"
"North Korea","MortalityUnder5_2005","3.3"
"Oman","MortalityUnder5_2005","1.3"
"Pakistan","MortalityUnder5_2005","10.1"
"Panama","MortalityUnder5_2005","2.3"
"Papua New Guinea","MortalityUnder5_2005","7.5"
"Paraguay","MortalityUnder5_2005","2.8"
"Peru","MortalityUnder5_2005","2.8"
"Philippines","MortalityUnder5_2005","3.6"
"Qatar","MortalityUnder5_2005","1"
"Romania","MortalityUnder5_2005","2.1"
"Russian Federation","MortalityUnder5_2005","1.7"
"Rwanda","MortalityUnder5_2005","10.7"
"Saudi Arabia","MortalityUnder5_2005","1.5"
"Senegal","MortalityUnder5_2005","9.9"
"Serbia","MortalityUnder5_2005",NA
"Sierra Leone","MortalityUnder5_2005","21.6"
"Slovak Republic","MortalityUnder5_2005","1"
"Somalia","MortalityUnder5_2005","17.1"
"South Africa","MortalityUnder5_2005","7.9"
"Sri Lanka","MortalityUnder5_2005","1.3"
"Sudan (former)","MortalityUnder5_2005","10.1"
"Suriname","MortalityUnder5_2005","2.6"
"Swaziland","MortalityUnder5_2005","12.7"
"Syrian Arab Republic","MortalityUnder5_2005","1.9"
"Tajikistan","MortalityUnder5_2005","7.4"
"Tanzania","MortalityUnder5_2005","9"
"Thailand","MortalityUnder5_2005","1.8"
"Timor-Leste","MortalityUnder5_2005","8"
"Togo","MortalityUnder5_2005","11.2"
"Trinidad & Tobago","MortalityUnder5_2005","2.5"
"Tunisia","MortalityUnder5_2005","2.3"
"Turkey","MortalityUnder5_2005","2.4"
"Turkmenistan","MortalityUnder5_2005","6.7"
"Uganda","MortalityUnder5_2005","10.9"
"Ukraine","MortalityUnder5_2005","1.5"
"Uruguay","MortalityUnder5_2005","1.6"
"Uzbekistan","MortalityUnder5_2005","5.1"
"Venezuela, RB","MortalityUnder5_2005","1.8"
"Vietnam","MortalityUnder5_2005","2.6"
"Yemen, Rep.","MortalityUnder5_2005","7.8"
"Zambia","MortalityUnder5_2005","12.7"
"Zimbabwe","MortalityUnder5_2005","9.7"
"Afghanistan","MortalityUnder5_2012","9.9"
"Albania","MortalityUnder5_2012","1.7"
"Algeria","MortalityUnder5_2012","2"
"Angola","MortalityUnder5_2012","16.4"
"Argentina","MortalityUnder5_2012","1.4"
"Armenia","MortalityUnder5_2012","1.6"
"Azerbaijan","MortalityUnder5_2012","3.5"
"Bahrain","MortalityUnder5_2012","1"
"Bangladesh","MortalityUnder5_2012","4.1"
"Belarus","MortalityUnder5_2012","0.5"
"Benin","MortalityUnder5_2012","9"
"Bhutan","MortalityUnder5_2012","4.5"
"Bolivia","MortalityUnder5_2012","4.1"
"Bosnia & Herzegovina","MortalityUnder5_2012","0.7"
"Botswana","MortalityUnder5_2012","5.3"
"Brazil","MortalityUnder5_2012","1.4"
"Bulgaria","MortalityUnder5_2012","1.2"
"Burkina Faso","MortalityUnder5_2012","10.2"
"Burundi","MortalityUnder5_2012","10.4"
"Cambodia","MortalityUnder5_2012","4"
"Cameroon","MortalityUnder5_2012","9.5"
"Central African Republic","MortalityUnder5_2012","12.9"
"Chad","MortalityUnder5_2012","15"
"Chile","MortalityUnder5_2012","0.9"
"China","MortalityUnder5_2012","1.4"
"Colombia","MortalityUnder5_2012","1.8"
"Comoros","MortalityUnder5_2012","7.8"
"Congo, Dem. Rep.","MortalityUnder5_2012","14.6"
"Congo, Rep.","MortalityUnder5_2012","9.6"
"Costa Rica","MortalityUnder5_2012","1"
"Croatia","MortalityUnder5_2012","0.5"
"Cuba","MortalityUnder5_2012","0.6"
"Côte d'Ivoire","MortalityUnder5_2012","10.8"
"Djibouti","MortalityUnder5_2012","8.1"
"Dominican Republic","MortalityUnder5_2012","2.7"
"Ecuador","MortalityUnder5_2012","2.3"
"Egypt, Arab Rep.","MortalityUnder5_2012","2.1"
"El Salvador","MortalityUnder5_2012","1.6"
"Eritrea","MortalityUnder5_2012","5.2"
"Estonia","MortalityUnder5_2012","0.4"
"Ethiopia","MortalityUnder5_2012","6.8"
"Fiji","MortalityUnder5_2012","2.2"
"Gabon","MortalityUnder5_2012","6.2"
"Gambia, The","MortalityUnder5_2012","7.3"
"Georgia","MortalityUnder5_2012","2"
"Ghana","MortalityUnder5_2012","7.2"
"Guatemala","MortalityUnder5_2012","3.2"
"Guinea","MortalityUnder5_2012","10.1"
"Guinea-Bissau","MortalityUnder5_2012","12.9"
"Guyana","MortalityUnder5_2012","3.5"
"Haiti","MortalityUnder5_2012","7.6"
"Honduras","MortalityUnder5_2012","2.3"
"India","MortalityUnder5_2012","5.6"
"Indonesia","MortalityUnder5_2012","3.1"
"Iran, Islamic Rep.","MortalityUnder5_2012","1.8"
"Iraq","MortalityUnder5_2012","3.4"
"Jamaica","MortalityUnder5_2012","1.7"
"Jordan","MortalityUnder5_2012","1.9"
"Kazakhstan","MortalityUnder5_2012","1.9"
"Kenya","MortalityUnder5_2012","7.3"
"Kuwait","MortalityUnder5_2012","1.1"
"Kyrgyz Republic","MortalityUnder5_2012","2.7"
"Lao PDR","MortalityUnder5_2012","7.2"
"Latvia","MortalityUnder5_2012","0.9"
"Lebanon","MortalityUnder5_2012","0.9"
"Lesotho","MortalityUnder5_2012","10"
"Liberia","MortalityUnder5_2012","7.5"
"Libya","MortalityUnder5_2012","1.5"
"Lithuania","MortalityUnder5_2012","0.5"
"Macedonia, FYR","MortalityUnder5_2012","0.7"
"Madagascar","MortalityUnder5_2012","5.8"
"Malawi","MortalityUnder5_2012","7.1"
"Malaysia","MortalityUnder5_2012","0.9"
"Mali","MortalityUnder5_2012","12.8"
"Mauritania","MortalityUnder5_2012","8.4"
"Mauritius","MortalityUnder5_2012","1.5"
"Mexico","MortalityUnder5_2012","1.6"
"Moldova","MortalityUnder5_2012","1.8"
"Mongolia","MortalityUnder5_2012","2.8"
"Montenegro","MortalityUnder5_2012","0.6"
"Morocco","MortalityUnder5_2012","3.1"
"Mozambique","MortalityUnder5_2012","9"
"Myanmar","MortalityUnder5_2012","5.2"
"Namibia","MortalityUnder5_2012","3.9"
"Nepal","MortalityUnder5_2012","4.2"
"Nicaragua","MortalityUnder5_2012","2.4"
"Niger","MortalityUnder5_2012","11.4"
"Nigeria","MortalityUnder5_2012","12.4"
"North Korea","MortalityUnder5_2012","2.9"
"Oman","MortalityUnder5_2012","1.2"
"Pakistan","MortalityUnder5_2012","8.6"
"Panama","MortalityUnder5_2012","1.9"
"Papua New Guinea","MortalityUnder5_2012","6.3"
"Paraguay","MortalityUnder5_2012","2.2"
"Peru","MortalityUnder5_2012","1.8"
"Philippines","MortalityUnder5_2012","3"
"Qatar","MortalityUnder5_2012","0.7"
"Romania","MortalityUnder5_2012","1.2"
"Russian Federation","MortalityUnder5_2012","1"
"Rwanda","MortalityUnder5_2012","5.5"
"Saudi Arabia","MortalityUnder5_2012","0.9"
"Senegal","MortalityUnder5_2012","6"
"Serbia","MortalityUnder5_2012","0.7"
"Sierra Leone","MortalityUnder5_2012","18.2"
"Slovak Republic","MortalityUnder5_2012","0.8"
"Somalia","MortalityUnder5_2012","14.7"
"South Africa","MortalityUnder5_2012","4.5"
"Sri Lanka","MortalityUnder5_2012","1"
"Sudan (former)","MortalityUnder5_2012","8"
"Suriname","MortalityUnder5_2012","2.1"
"Swaziland","MortalityUnder5_2012","8"
"Syrian Arab Republic","MortalityUnder5_2012","1.5"
"Tajikistan","MortalityUnder5_2012","5.8"
"Tanzania","MortalityUnder5_2012","5.4"
"Thailand","MortalityUnder5_2012","1.3"
"Timor-Leste","MortalityUnder5_2012","5.7"
"Togo","MortalityUnder5_2012","9.6"
"Trinidad & Tobago","MortalityUnder5_2012","2.1"
"Tunisia","MortalityUnder5_2012","1.6"
"Turkey","MortalityUnder5_2012","1.4"
"Turkmenistan","MortalityUnder5_2012","5.3"
"Uganda","MortalityUnder5_2012","6.9"
"Ukraine","MortalityUnder5_2012","1.1"
"Uruguay","MortalityUnder5_2012","0.7"
"Uzbekistan","MortalityUnder5_2012","4"
"Venezuela, RB","MortalityUnder5_2012","1.5"
"Vietnam","MortalityUnder5_2012","2.3"
"Yemen, Rep.","MortalityUnder5_2012","6"
"Zambia","MortalityUnder5_2012","8.9"
"Zimbabwe","MortalityUnder5_2012","9"
"Afghanistan","GHI_1988_1992",""
"Albania","GHI_1988_1992","9.1"
"Algeria","GHI_1988_1992","6.6"
"Angola","GHI_1988_1992","40.8"
"Argentina","GHI_1988_1992","<5"
"Armenia","GHI_1988_1992",""
"Azerbaijan","GHI_1988_1992",""
"Bahrain","GHI_1988_1992",""
"Bangladesh","GHI_1988_1992","36.6"
"Belarus","GHI_1988_1992",""
"Benin","GHI_1988_1992","22.5"
"Bhutan","GHI_1988_1992",""
"Bolivia","GHI_1988_1992","18.6"
"Bosnia & Herzegovina","GHI_1988_1992",""
"Botswana","GHI_1988_1992","15.6"
"Brazil","GHI_1988_1992","8.8"
"Bulgaria","GHI_1988_1992","<5"
"Burkina Faso","GHI_1988_1992","27"
"Burundi","GHI_1988_1992","32"
"Cambodia","GHI_1988_1992","32.9"
"Cameroon","GHI_1988_1992","23.3"
"Central African Republic","GHI_1988_1992","30.3"
"Chad","GHI_1988_1992","39.7"
"Chile","GHI_1988_1992","<5"
"China","GHI_1988_1992","13.6"
"Colombia","GHI_1988_1992","10.9"
"Comoros","GHI_1988_1992","23"
"Congo, Dem. Rep.","GHI_1988_1992",""
"Congo, Rep.","GHI_1988_1992","22.6"
"Costa Rica","GHI_1988_1992","<5"
"Croatia","GHI_1988_1992",""
"Cuba","GHI_1988_1992","<5"
"Côte d'Ivoire","GHI_1988_1992","16.4"
"Djibouti","GHI_1988_1992","34.1"
"Dominican Republic","GHI_1988_1992","15.6"
"Ecuador","GHI_1988_1992","14.9"
"Egypt, Arab Rep.","GHI_1988_1992","7"
"El Salvador","GHI_1988_1992","10.8"
"Eritrea","GHI_1988_1992",""
"Estonia","GHI_1988_1992",""
"Ethiopia","GHI_1988_1992",""
"Fiji","GHI_1988_1992","6.2"
"Gabon","GHI_1988_1992","10"
"Gambia, The","GHI_1988_1992","18.7"
"Georgia","GHI_1988_1992",""
"Ghana","GHI_1988_1992","27.2"
"Guatemala","GHI_1988_1992","15.6"
"Guinea","GHI_1988_1992","22"
"Guinea-Bissau","GHI_1988_1992","22.6"
"Guyana","GHI_1988_1992","14.5"
"Haiti","GHI_1988_1992","33.6"
"Honduras","GHI_1988_1992","14.6"
"India","GHI_1988_1992","31.2"
"Indonesia","GHI_1988_1992","20.5"
"Iran, Islamic Rep.","GHI_1988_1992","8.5"
"Iraq","GHI_1988_1992","8.6"
"Jamaica","GHI_1988_1992","6.1"
"Jordan","GHI_1988_1992","<5"
"Kazakhstan","GHI_1988_1992",""
"Kenya","GHI_1988_1992","21.5"
"Kuwait","GHI_1988_1992","15.6"
"Kyrgyz Republic","GHI_1988_1992",""
"Lao PDR","GHI_1988_1992","34.5"
"Latvia","GHI_1988_1992",""
"Lebanon","GHI_1988_1992","<5"
"Lesotho","GHI_1988_1992","13.1"
"Liberia","GHI_1988_1992","24.5"
"Libya","GHI_1988_1992","<5"
"Lithuania","GHI_1988_1992",""
"Macedonia, FYR","GHI_1988_1992",""
"Madagascar","GHI_1988_1992","25.3"
"Malawi","GHI_1988_1992","31.3"
"Malaysia","GHI_1988_1992","9.4"
"Mali","GHI_1988_1992","27.2"
"Mauritania","GHI_1988_1992","23"
"Mauritius","GHI_1988_1992","8.3"
"Mexico","GHI_1988_1992","5.8"
"Moldova","GHI_1988_1992",""
"Mongolia","GHI_1988_1992","20.3"
"Montenegro","GHI_1988_1992",""
"Morocco","GHI_1988_1992","7.6"
"Mozambique","GHI_1988_1992","35.2"
"Myanmar","GHI_1988_1992",""
"Namibia","GHI_1988_1992","21.7"
"Nepal","GHI_1988_1992","28.4"
"Nicaragua","GHI_1988_1992","24"
"Niger","GHI_1988_1992","36.4"
"Nigeria","GHI_1988_1992","25.9"
"North Korea","GHI_1988_1992","17.9"
"Oman","GHI_1988_1992",""
"Pakistan","GHI_1988_1992","26.7"
"Panama","GHI_1988_1992","11.6"
"Papua New Guinea","GHI_1988_1992",""
"Paraguay","GHI_1988_1992","9.2"
"Peru","GHI_1988_1992","16.1"
"Philippines","GHI_1988_1992","20.1"
"Qatar","GHI_1988_1992",""
"Romania","GHI_1988_1992","<5"
"Russian Federation","GHI_1988_1992",""
"Rwanda","GHI_1988_1992","30.6"
"Saudi Arabia","GHI_1988_1992","6.6"
"Senegal","GHI_1988_1992","18.9"
"Serbia","GHI_1988_1992",""
"Sierra Leone","GHI_1988_1992","31.2"
"Slovak Republic","GHI_1988_1992",""
"Somalia","GHI_1988_1992",""
"South Africa","GHI_1988_1992","7.5"
"Sri Lanka","GHI_1988_1992","22.2"
"Sudan (former)","GHI_1988_1992","30.7"
"Suriname","GHI_1988_1992","11.3"
"Swaziland","GHI_1988_1992","9.9"
"Syrian Arab Republic","GHI_1988_1992","7.8"
"Tajikistan","GHI_1988_1992",""
"Tanzania","GHI_1988_1992","23.5"
"Thailand","GHI_1988_1992","21.3"
"Timor-Leste","GHI_1988_1992",""
"Togo","GHI_1988_1992","23.6"
"Trinidad & Tobago","GHI_1988_1992","6.7"
"Tunisia","GHI_1988_1992","<5"
"Turkey","GHI_1988_1992","<5"
"Turkmenistan","GHI_1988_1992",""
"Uganda","GHI_1988_1992","21.5"
"Ukraine","GHI_1988_1992",""
"Uruguay","GHI_1988_1992","5"
"Uzbekistan","GHI_1988_1992",""
"Venezuela, RB","GHI_1988_1992","7.5"
"Vietnam","GHI_1988_1992","31.4"
"Yemen, Rep.","GHI_1988_1992","30.1"
"Zambia","GHI_1988_1992","24.7"
"Zimbabwe","GHI_1988_1992","19.7"
"Afghanistan","GHI_1993_1997",""
"Albania","GHI_1993_1997","6.3"
"Algeria","GHI_1993_1997","7.3"
"Angola","GHI_1993_1997","38.9"
"Argentina","GHI_1993_1997","<5"
"Armenia","GHI_1993_1997","10.5"
"Azerbaijan","GHI_1993_1997","14.8"
"Bahrain","GHI_1993_1997",""
"Bangladesh","GHI_1993_1997","34.4"
"Belarus","GHI_1993_1997","<5"
"Benin","GHI_1993_1997","20.5"
"Bhutan","GHI_1993_1997",""
"Bolivia","GHI_1993_1997","16.8"
"Bosnia & Herzegovina","GHI_1993_1997","<5"
"Botswana","GHI_1993_1997","16.5"
"Brazil","GHI_1993_1997","7.7"
"Bulgaria","GHI_1993_1997","<5"
"Burkina Faso","GHI_1993_1997","22.6"
"Burundi","GHI_1993_1997","36.9"
"Cambodia","GHI_1993_1997","30.8"
"Cameroon","GHI_1993_1997","24.6"
"Central African Republic","GHI_1993_1997","30.3"
"Chad","GHI_1993_1997","35.4"
"Chile","GHI_1993_1997","<5"
"China","GHI_1993_1997","10.7"
"Colombia","GHI_1993_1997","8.2"
"Comoros","GHI_1993_1997","26.7"
"Congo, Dem. Rep.","GHI_1993_1997",""
"Congo, Rep.","GHI_1993_1997","22.7"
"Costa Rica","GHI_1993_1997","<5"
"Croatia","GHI_1993_1997","5.4"
"Cuba","GHI_1993_1997","8.4"
"Côte d'Ivoire","GHI_1993_1997","16.6"
"Djibouti","GHI_1993_1997","29.4"
